LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,GDP Value,Flag Codes
GRC,GDP,TOT,MLN_USD,A,1980,84159.4375,E
GRC,GDP,TOT,MLN_USD,A,1981,90587.0829,E
GRC,GDP,TOT,MLN_USD,A,1982,95117.1852,E
GRC,GDP,TOT,MLN_USD,A,1983,97806.297,E
GRC,GDP,TOT,MLN_USD,A,1984,103312.9456,E
GRC,GDP,TOT,MLN_USD,A,1985,109294.2127,E
GRC,GDP,TOT,MLN_USD,A,1986,112076.547,E
GRC,GDP,TOT,MLN_USD,A,1987,112339.7046,E
GRC,GDP,TOT,MLN_USD,A,1988,121258.2177,E
GRC,GDP,TOT,MLN_USD,A,1989,130759.7259,E
GRC,GDP,TOT,MLN_USD,A,1990,135596.7332,E
GRC,GDP,TOT,MLN_USD,A,1991,144453.5008,E
GRC,GDP,TOT,MLN_USD,A,1992,148780.6161,E
GRC,GDP,TOT,MLN_USD,A,1993,149883.368,E
GRC,GDP,TOT,MLN_USD,A,1994,156134.547,E
GRC,GDP,TOT,MLN_USD,A,1995,162737.7732,
GRC,GDP,TOT,MLN_USD,A,1996,171074.9823,
GRC,GDP,TOT,MLN_USD,A,1997,182800.4424,
GRC,GDP,TOT,MLN_USD,A,1998,193170.6388,
GRC,GDP,TOT,MLN_USD,A,1999,198711.939,
GRC,GDP,TOT,MLN_USD,A,2000,210883.8452,
GRC,GDP,TOT,MLN_USD,A,2001,227898.4238,
GRC,GDP,TOT,MLN_USD,A,2002,246559.281,
GRC,GDP,TOT,MLN_USD,A,2003,260836.5329,
GRC,GDP,TOT,MLN_USD,A,2004,278768.7177,
GRC,GDP,TOT,MLN_USD,A,2005,281028.3963,
GRC,GDP,TOT,MLN_USD,A,2006,314336.2754,
GRC,GDP,TOT,MLN_USD,A,2007,323575.2452,
GRC,GDP,TOT,MLN_USD,A,2008,341817.8292,
GRC,GDP,TOT,MLN_USD,A,2009,337208.2528,
GRC,GDP,TOT,MLN_USD,A,2010,313353.2537,
GRC,GDP,TOT,MLN_USD,A,2011,290296.6852,P
GRC,GDP,TOT,MLN_USD,A,2012,279267.2732,P
GRC,GDP,TOT,MLN_USD,A,2013,286168.6393,P
GRC,GDP,TOT,MLN_USD,A,2014,292335.7415,P
GRC,GDP,TOT,MLN_USD,A,2015,288887.8043,P
GRC,GDP,TOT,MLN_USD,A,2016,288418.3579,P
GRC,GDP,TOT,MLN_USD,A,2017,297008.363,P
GRC,GDP,TOT,USD_CAP,A,1970,3102.740816,E
GRC,GDP,TOT,USD_CAP,A,1971,3500.826558,E
GRC,GDP,TOT,USD_CAP,A,1972,3997.220802,E
GRC,GDP,TOT,USD_CAP,A,1973,4535.410942,E
GRC,GDP,TOT,USD_CAP,A,1974,4607.554572,E
GRC,GDP,TOT,USD_CAP,A,1975,5305.108045,E
GRC,GDP,TOT,USD_CAP,A,1976,5900.81849,E
GRC,GDP,TOT,USD_CAP,A,1977,6353.452048,E
GRC,GDP,TOT,USD_CAP,A,1978,7197.885083,E
GRC,GDP,TOT,USD_CAP,A,1979,7948.450044,E
GRC,GDP,TOT,USD_CAP,A,1980,8638.049137,E
GRC,GDP,TOT,USD_CAP,A,1981,9215.574663,E
GRC,GDP,TOT,USD_CAP,A,1982,9616.092099,E
GRC,GDP,TOT,USD_CAP,A,1983,9830.701857,E
GRC,GDP,TOT,USD_CAP,A,1984,10332.81627,E
GRC,GDP,TOT,USD_CAP,A,1985,10889.17004,E
GRC,GDP,TOT,USD_CAP,A,1986,11129.48461,E
GRC,GDP,TOT,USD_CAP,A,1987,11117.6774,E
GRC,GDP,TOT,USD_CAP,A,1988,11957.2799,E
GRC,GDP,TOT,USD_CAP,A,1989,12826.51323,E
GRC,GDP,TOT,USD_CAP,A,1990,13207.95058,E
GRC,GDP,TOT,USD_CAP,A,1991,13952.54354,E
GRC,GDP,TOT,USD_CAP,A,1992,14266.07041,E
GRC,GDP,TOT,USD_CAP,A,1993,14292.99615,E
GRC,GDP,TOT,USD_CAP,A,1994,14821.87027,E
GRC,GDP,TOT,USD_CAP,A,1995,15407.61659,
GRC,GDP,TOT,USD_CAP,A,1996,16125.72993,
GRC,GDP,TOT,USD_CAP,A,1997,17146.14884,
GRC,GDP,TOT,USD_CAP,A,1998,18018.69778,
GRC,GDP,TOT,USD_CAP,A,1999,18464.72645,
GRC,GDP,TOT,USD_CAP,A,2000,19515.80848,
GRC,GDP,TOT,USD_CAP,A,2001,20980.97593,
GRC,GDP,TOT,USD_CAP,A,2002,22615.95744,
GRC,GDP,TOT,USD_CAP,A,2003,23868.44444,
GRC,GDP,TOT,USD_CAP,A,2004,25446.33226,
GRC,GDP,TOT,USD_CAP,A,2005,25577.44544,
GRC,GDP,TOT,USD_CAP,A,2006,28523.14572,
GRC,GDP,TOT,USD_CAP,A,2007,29286.80586,
GRC,GDP,TOT,USD_CAP,A,2008,30855.93577,
GRC,GDP,TOT,USD_CAP,A,2009,30359.91034,
GRC,GDP,TOT,USD_CAP,A,2010,28175.74521,
GRC,GDP,TOT,USD_CAP,A,2011,26141.09103,P
GRC,GDP,TOT,USD_CAP,A,2012,25284.40578,P
GRC,GDP,TOT,USD_CAP,A,2013,26097.79752,P
GRC,GDP,TOT,USD_CAP,A,2014,26838.58227,P
GRC,GDP,TOT,USD_CAP,A,2015,26697.04883,P
GRC,GDP,TOT,USD_CAP,A,2016,26764.90834,P
GRC,GDP,TOT,USD_CAP,A,2017,27699.52873,P
HUN,GDP,TOT,MLN_USD,A,1991,86216.0724,E
HUN,GDP,TOT,MLN_USD,A,1992,85479.3739,E
HUN,GDP,TOT,MLN_USD,A,1993,87008.981,E
HUN,GDP,TOT,MLN_USD,A,1994,91479.5084,E
HUN,GDP,TOT,MLN_USD,A,1995,94778.5054,
HUN,GDP,TOT,MLN_USD,A,1996,96291.6042,
HUN,GDP,TOT,MLN_USD,A,1997,101030.8184,
HUN,GDP,TOT,MLN_USD,A,1998,106803.4468,
HUN,GDP,TOT,MLN_USD,A,1999,111535.3534,
HUN,GDP,TOT,MLN_USD,A,2000,121266.3207,
HUN,GDP,TOT,MLN_USD,A,2001,134903.8465,
HUN,GDP,TOT,MLN_USD,A,2002,147803.5424,
HUN,GDP,TOT,MLN_USD,A,2003,156676.2097,
HUN,GDP,TOT,MLN_USD,A,2004,164255.0792,
HUN,GDP,TOT,MLN_USD,A,2005,172304.9683,
HUN,GDP,TOT,MLN_USD,A,2006,184309.3507,
HUN,GDP,TOT,MLN_USD,A,2007,191329.7151,
HUN,GDP,TOT,MLN_USD,A,2008,207576.4765,
HUN,GDP,TOT,MLN_USD,A,2009,206948.2303,
HUN,GDP,TOT,MLN_USD,A,2010,215559.0871,
HUN,GDP,TOT,MLN_USD,A,2011,227766.3138,
HUN,GDP,TOT,MLN_USD,A,2012,229105.5356,
HUN,GDP,TOT,MLN_USD,A,2013,242016.4376,
HUN,GDP,TOT,MLN_USD,A,2014,251838.8104,
HUN,GDP,TOT,MLN_USD,A,2015,257370.9427,
HUN,GDP,TOT,MLN_USD,A,2016,262041.8337,
HUN,GDP,TOT,MLN_USD,A,2017,274926.8604,
HUN,GDP,TOT,USD_CAP,A,1991,8333.275897,E
HUN,GDP,TOT,USD_CAP,A,1992,8279.675894,E
HUN,GDP,TOT,USD_CAP,A,1993,8452.397613,E
HUN,GDP,TOT,USD_CAP,A,1994,8915.262488,E
HUN,GDP,TOT,USD_CAP,A,1995,9175.992499,
HUN,GDP,TOT,USD_CAP,A,1996,9338.510489,
HUN,GDP,TOT,USD_CAP,A,1997,9817.885998,
HUN,GDP,TOT,USD_CAP,A,1998,10403.03108,
HUN,GDP,TOT,USD_CAP,A,1999,10894.75229,
HUN,GDP,TOT,USD_CAP,A,2000,11876.0812,
HUN,GDP,TOT,USD_CAP,A,2001,13241.99657,
HUN,GDP,TOT,USD_CAP,A,2002,14549.58617,
HUN,GDP,TOT,USD_CAP,A,2003,15467.23979,
HUN,GDP,TOT,USD_CAP,A,2004,16251.38087,
HUN,GDP,TOT,USD_CAP,A,2005,17081.77436,
HUN,GDP,TOT,USD_CAP,A,2006,18300.32565,
HUN,GDP,TOT,USD_CAP,A,2007,19026.8398,
HUN,GDP,TOT,USD_CAP,A,2008,20678.67991,
HUN,GDP,TOT,USD_CAP,A,2009,20648.05518,
HUN,GDP,TOT,USD_CAP,A,2010,21555.85913,
HUN,GDP,TOT,USD_CAP,A,2011,22841.21034,
HUN,GDP,TOT,USD_CAP,A,2012,23094.47333,
HUN,GDP,TOT,USD_CAP,A,2013,24463.19939,
HUN,GDP,TOT,USD_CAP,A,2014,25524.7177,
HUN,GDP,TOT,USD_CAP,A,2015,26147.53739,
HUN,GDP,TOT,USD_CAP,A,2016,26700.75602,
HUN,GDP,TOT,USD_CAP,A,2017,28099.30795,
ISL,GDP,TOT,MLN_USD,A,1970,776.4809,E
ISL,GDP,TOT,MLN_USD,A,1971,922.4727,E
ISL,GDP,TOT,MLN_USD,A,1972,1021.8597,E
ISL,GDP,TOT,MLN_USD,A,1973,1150.8025,E
ISL,GDP,TOT,MLN_USD,A,1974,1325.7469,E
ISL,GDP,TOT,MLN_USD,A,1975,1457.8897,E
ISL,GDP,TOT,MLN_USD,A,1976,1629.5623,E
ISL,GDP,TOT,MLN_USD,A,1977,1883.3257,E
ISL,GDP,TOT,MLN_USD,A,1978,2136.8295,E
ISL,GDP,TOT,MLN_USD,A,1979,2425.6811,E
ISL,GDP,TOT,MLN_USD,A,1980,2796.4425,E
ISL,GDP,TOT,MLN_USD,A,1981,3187.9288,E
ISL,GDP,TOT,MLN_USD,A,1982,3458.6467,E
ISL,GDP,TOT,MLN_USD,A,1983,3517.8681,E
ISL,GDP,TOT,MLN_USD,A,1984,3793.1014,E
ISL,GDP,TOT,MLN_USD,A,1985,4043.3631,E
ISL,GDP,TOT,MLN_USD,A,1986,4383.5992,E
ISL,GDP,TOT,MLN_USD,A,1987,4879.6152,E
ISL,GDP,TOT,MLN_USD,A,1988,5045.9143,E
ISL,GDP,TOT,MLN_USD,A,1989,5255.6481,E
ISL,GDP,TOT,MLN_USD,A,1990,5513.7942,E
ISL,GDP,TOT,MLN_USD,A,1991,5684.5865,E
ISL,GDP,TOT,MLN_USD,A,1992,5618.0056,E
ISL,GDP,TOT,MLN_USD,A,1993,5827.218,E
ISL,GDP,TOT,MLN_USD,A,1994,6166.0003,E
ISL,GDP,TOT,MLN_USD,A,1995,6301.9417,
ISL,GDP,TOT,MLN_USD,A,1996,6567.4213,B
ISL,GDP,TOT,MLN_USD,A,1997,7261.9566,
ISL,GDP,TOT,MLN_USD,A,1998,7818.1534,
ISL,GDP,TOT,MLN_USD,A,1999,8139.5867,
ISL,GDP,TOT,MLN_USD,A,2000,8282.4507,
ISL,GDP,TOT,MLN_USD,A,2001,8986.2223,
ISL,GDP,TOT,MLN_USD,A,2002,9263.912,
ISL,GDP,TOT,MLN_USD,A,2003,9362.5832,
ISL,GDP,TOT,MLN_USD,A,2004,10319.7467,
ISL,GDP,TOT,MLN_USD,A,2005,10968.8139,
ISL,GDP,TOT,MLN_USD,A,2006,11761.8359,
ISL,GDP,TOT,MLN_USD,A,2007,12705.6912,
ISL,GDP,TOT,MLN_USD,A,2008,13560.2952,
ISL,GDP,TOT,MLN_USD,A,2009,13120.8719,
ISL,GDP,TOT,MLN_USD,A,2010,12255.814,
ISL,GDP,TOT,MLN_USD,A,2011,12639.9522,
ISL,GDP,TOT,MLN_USD,A,2012,13051.8705,
ISL,GDP,TOT,MLN_USD,A,2013,13863.9906,
ISL,GDP,TOT,MLN_USD,A,2014,14583.7401,
ISL,GDP,TOT,MLN_USD,A,2015,15713.5886,
ISL,GDP,TOT,MLN_USD,A,2016,17022.0811,
ISL,GDP,TOT,MLN_USD,A,2017,18140.1656,
ISL,GDP,TOT,USD_CAP,A,1970,3804.320585,E
ISL,GDP,TOT,USD_CAP,A,1971,4476.02369,E
ISL,GDP,TOT,USD_CAP,A,1972,4882.856259,E
ISL,GDP,TOT,USD_CAP,A,1973,5419.009136,E
ISL,GDP,TOT,USD_CAP,A,1974,6156.986344,E
ISL,GDP,TOT,USD_CAP,A,1975,6686.616685,E
ISL,GDP,TOT,USD_CAP,A,1976,7402.625981,E
ISL,GDP,TOT,USD_CAP,A,1977,8490.218132,E
ISL,GDP,TOT,USD_CAP,A,1978,9557.038345,E
ISL,GDP,TOT,USD_CAP,A,1979,10745.03597,E
ISL,GDP,TOT,USD_CAP,A,1980,12256.44376,E
ISL,GDP,TOT,USD_CAP,A,1981,13812.3369,E
ISL,GDP,TOT,USD_CAP,A,1982,14780.73112,E
ISL,GDP,TOT,USD_CAP,A,1983,14840.75791,E
ISL,GDP,TOT,USD_CAP,A,1984,15837.71638,E
ISL,GDP,TOT,USD_CAP,A,1985,16749.43184,E
ISL,GDP,TOT,USD_CAP,A,1986,18024.0009,E
ISL,GDP,TOT,USD_CAP,A,1987,19838.89874,E
ISL,GDP,TOT,USD_CAP,A,1988,20192.94584,E
ISL,GDP,TOT,USD_CAP,A,1989,20794.18895,E
ISL,GDP,TOT,USD_CAP,A,1990,21640.71367,E
ISL,GDP,TOT,USD_CAP,A,1991,22036.27061,E
ISL,GDP,TOT,USD_CAP,A,1992,21516.43469,E
ISL,GDP,TOT,USD_CAP,A,1993,22090.95357,E
ISL,GDP,TOT,USD_CAP,A,1994,23179.92957,E
ISL,GDP,TOT,USD_CAP,A,1995,23567.47067,
ISL,GDP,TOT,USD_CAP,A,1996,24423.28475,B
ISL,GDP,TOT,USD_CAP,A,1997,26806.77977,
ISL,GDP,TOT,USD_CAP,A,1998,28554.24924,
ISL,GDP,TOT,USD_CAP,A,1999,29363.5883,
ISL,GDP,TOT,USD_CAP,A,2000,29453.94976,
ISL,GDP,TOT,USD_CAP,A,2001,31519.54523,
ISL,GDP,TOT,USD_CAP,A,2002,32211.09892,
ISL,GDP,TOT,USD_CAP,A,2003,32362.88712,
ISL,GDP,TOT,USD_CAP,A,2004,35269.12748,
ISL,GDP,TOT,USD_CAP,A,2005,37069.3273,
ISL,GDP,TOT,USD_CAP,A,2006,38652.10626,
ISL,GDP,TOT,USD_CAP,A,2007,40801.83427,
ISL,GDP,TOT,USD_CAP,A,2008,42455.52669,
ISL,GDP,TOT,USD_CAP,A,2009,41105.4883,
ISL,GDP,TOT,USD_CAP,A,2010,38540.2955,
ISL,GDP,TOT,USD_CAP,A,2011,39623.67472,
ISL,GDP,TOT,USD_CAP,A,2012,40698.06825,
ISL,GDP,TOT,USD_CAP,A,2013,42816.5244,
ISL,GDP,TOT,USD_CAP,A,2014,44544.10545,
ISL,GDP,TOT,USD_CAP,A,2015,47501.77941,
ISL,GDP,TOT,USD_CAP,A,2016,50751.58353,
ISL,GDP,TOT,USD_CAP,A,2017,52825.17658,
IRL,GDP,TOT,MLN_USD,A,1970,7270.4162,E
IRL,GDP,TOT,MLN_USD,A,1971,7904.6713,E
IRL,GDP,TOT,MLN_USD,A,1972,8782.0887,E
IRL,GDP,TOT,MLN_USD,A,1973,9697.2184,E
IRL,GDP,TOT,MLN_USD,A,1974,11018.5605,E
IRL,GDP,TOT,MLN_USD,A,1975,12720.0418,E
IRL,GDP,TOT,MLN_USD,A,1976,13605.3958,E
IRL,GDP,TOT,MLN_USD,A,1977,15635.8124,E
IRL,GDP,TOT,MLN_USD,A,1978,17936.2472,E
IRL,GDP,TOT,MLN_USD,A,1979,20013.7382,E
IRL,GDP,TOT,MLN_USD,A,1980,22490.5534,E
IRL,GDP,TOT,MLN_USD,A,1981,25408.0076,E
IRL,GDP,TOT,MLN_USD,A,1982,27600.4312,E
IRL,GDP,TOT,MLN_USD,A,1983,28620.107,E
IRL,GDP,TOT,MLN_USD,A,1984,30926.0614,E
IRL,GDP,TOT,MLN_USD,A,1985,32900.3673,E
IRL,GDP,TOT,MLN_USD,A,1986,33420.4074,E
IRL,GDP,TOT,MLN_USD,A,1987,35871.2448,E
IRL,GDP,TOT,MLN_USD,A,1988,39064.1351,E
IRL,GDP,TOT,MLN_USD,A,1989,42942.4168,E
IRL,GDP,TOT,MLN_USD,A,1990,48301.1472,E
IRL,GDP,TOT,MLN_USD,A,1991,50871.9182,E
IRL,GDP,TOT,MLN_USD,A,1992,53771.1273,E
IRL,GDP,TOT,MLN_USD,A,1993,56532.7774,E
IRL,GDP,TOT,MLN_USD,A,1994,61059.0469,E
IRL,GDP,TOT,MLN_USD,A,1995,68337.9214,
IRL,GDP,TOT,MLN_USD,A,1996,74477.0345,
IRL,GDP,TOT,MLN_USD,A,1997,83091.9213,
IRL,GDP,TOT,MLN_USD,A,1998,92962.262,
IRL,GDP,TOT,MLN_USD,A,1999,101361.4247,
IRL,GDP,TOT,MLN_USD,A,2000,114813.6371,
IRL,GDP,TOT,MLN_USD,A,2001,125935.814,
IRL,GDP,TOT,MLN_USD,A,2002,138451.7822,
IRL,GDP,TOT,MLN_USD,A,2003,144814.71,
IRL,GDP,TOT,MLN_USD,A,2004,157450.5594,
IRL,GDP,TOT,MLN_USD,A,2005,168217.6903,
IRL,GDP,TOT,MLN_USD,A,2006,188938.6318,
IRL,GDP,TOT,MLN_USD,A,2007,205657.7812,
IRL,GDP,TOT,MLN_USD,A,2008,198813.7927,
IRL,GDP,TOT,MLN_USD,A,2009,188736.1694,
IRL,GDP,TOT,MLN_USD,A,2010,197611.2522,
IRL,GDP,TOT,MLN_USD,A,2011,205817.797,
IRL,GDP,TOT,MLN_USD,A,2012,212880.6363,
IRL,GDP,TOT,MLN_USD,A,2013,221790.1441,
IRL,GDP,TOT,MLN_USD,A,2014,238440.774,
IRL,GDP,TOT,MLN_USD,A,2015,322972.4431,
IRL,GDP,TOT,MLN_USD,A,2016,336608.4838,
IRL,GDP,TOT,MLN_USD,A,2017,361630.6779,
IRL,GDP,TOT,USD_CAP,A,1970,2464.547868,E
IRL,GDP,TOT,USD_CAP,A,1971,2654.355692,E
IRL,GDP,TOT,USD_CAP,A,1972,2904.129859,E
IRL,GDP,TOT,USD_CAP,A,1973,3155.619388,E
IRL,GDP,TOT,USD_CAP,A,1974,3527.068032,E
IRL,GDP,TOT,USD_CAP,A,1975,4003.790296,E
IRL,GDP,TOT,USD_CAP,A,1976,4214.806638,E
IRL,GDP,TOT,USD_CAP,A,1977,4778.671269,E
IRL,GDP,TOT,USD_CAP,A,1978,5412.26529,E
IRL,GDP,TOT,USD_CAP,A,1979,5942.321329,E
IRL,GDP,TOT,USD_CAP,A,1980,6612.923681,E
IRL,GDP,TOT,USD_CAP,A,1981,7379.613002,E
IRL,GDP,TOT,USD_CAP,A,1982,7931.15838,E
IRL,GDP,TOT,USD_CAP,A,1983,8165.508416,E
IRL,GDP,TOT,USD_CAP,A,1984,8763.406468,E
IRL,GDP,TOT,USD_CAP,A,1985,9291.264421,E
IRL,GDP,TOT,USD_CAP,A,1986,9435.462283,E
IRL,GDP,TOT,USD_CAP,A,1987,10124.53988,E
IRL,GDP,TOT,USD_CAP,A,1988,11063.19318,E
IRL,GDP,TOT,USD_CAP,A,1989,12234.30677,E
IRL,GDP,TOT,USD_CAP,A,1990,13776.71055,E
IRL,GDP,TOT,USD_CAP,A,1991,14427.65689,E
IRL,GDP,TOT,USD_CAP,A,1992,15125.49293,E
IRL,GDP,TOT,USD_CAP,A,1993,15817.78887,E
IRL,GDP,TOT,USD_CAP,A,1994,17027.06271,E
IRL,GDP,TOT,USD_CAP,A,1995,18975.90354,
IRL,GDP,TOT,USD_CAP,A,1996,20539.15627,
IRL,GDP,TOT,USD_CAP,A,1997,22676.06945,
IRL,GDP,TOT,USD_CAP,A,1998,25029.10128,
IRL,GDP,TOT,USD_CAP,A,1999,26995.53331,
IRL,GDP,TOT,USD_CAP,A,2000,30180.37653,
IRL,GDP,TOT,USD_CAP,A,2001,32593.69549,
IRL,GDP,TOT,USD_CAP,A,2002,35212.94778,
IRL,GDP,TOT,USD_CAP,A,2003,36230.99568,
IRL,GDP,TOT,USD_CAP,A,2004,38711.07439,
IRL,GDP,TOT,USD_CAP,A,2005,40437.08088,
IRL,GDP,TOT,USD_CAP,A,2006,44249.72628,
IRL,GDP,TOT,USD_CAP,A,2007,46738.46093,
IRL,GDP,TOT,USD_CAP,A,2008,44219.77588,
IRL,GDP,TOT,USD_CAP,A,2009,41579.67402,
IRL,GDP,TOT,USD_CAP,A,2010,43337.99633,
IRL,GDP,TOT,USD_CAP,A,2011,44952.72334,
IRL,GDP,TOT,USD_CAP,A,2012,46304.19868,
IRL,GDP,TOT,USD_CAP,A,2013,48006.0675,
IRL,GDP,TOT,USD_CAP,A,2014,51250.48367,
IRL,GDP,TOT,USD_CAP,A,2015,68779.45724,
IRL,GDP,TOT,USD_CAP,A,2016,70879.95558,
IRL,GDP,TOT,USD_CAP,A,2017,75304.04928,
ITA,GDP,TOT,MLN_USD,A,1970,195082.4276,E
ITA,GDP,TOT,MLN_USD,A,1971,208715.0352,E
ITA,GDP,TOT,MLN_USD,A,1972,225786.8295,E
ITA,GDP,TOT,MLN_USD,A,1973,255039.0816,E
ITA,GDP,TOT,MLN_USD,A,1974,293237.0124,E
ITA,GDP,TOT,MLN_USD,A,1975,313698.1596,E
ITA,GDP,TOT,MLN_USD,A,1976,354495.9637,E
ITA,GDP,TOT,MLN_USD,A,1977,386125.1415,E
ITA,GDP,TOT,MLN_USD,A,1978,426625.4678,E
ITA,GDP,TOT,MLN_USD,A,1979,489369.4441,E
ITA,GDP,TOT,MLN_USD,A,1980,551802.6532,E
ITA,GDP,TOT,MLN_USD,A,1981,608413.6863,E
ITA,GDP,TOT,MLN_USD,A,1982,648830.5056,E
ITA,GDP,TOT,MLN_USD,A,1983,682334.3932,E
ITA,GDP,TOT,MLN_USD,A,1984,729337.3441,E
ITA,GDP,TOT,MLN_USD,A,1985,773733.7557,E
ITA,GDP,TOT,MLN_USD,A,1986,811919.8321,E
ITA,GDP,TOT,MLN_USD,A,1987,859211.6656,E
ITA,GDP,TOT,MLN_USD,A,1988,926592.0927,E
ITA,GDP,TOT,MLN_USD,A,1989,995235.3695,E
ITA,GDP,TOT,MLN_USD,A,1990,1052544.89,E
ITA,GDP,TOT,MLN_USD,A,1991,1104310.816,E
ITA,GDP,TOT,MLN_USD,A,1992,1138907.148,E
ITA,GDP,TOT,MLN_USD,A,1993,1156060.973,E
ITA,GDP,TOT,MLN_USD,A,1994,1206059.837,E
ITA,GDP,TOT,MLN_USD,A,1995,1266757.492,
ITA,GDP,TOT,MLN_USD,A,1996,1305691,
ITA,GDP,TOT,MLN_USD,A,1997,1354446.011,
ITA,GDP,TOT,MLN_USD,A,1998,1418490.021,
ITA,GDP,TOT,MLN_USD,A,1999,1453165.445,
ITA,GDP,TOT,MLN_USD,A,2000,1538739.277,
ITA,GDP,TOT,MLN_USD,A,2001,1592761.068,
ITA,GDP,TOT,MLN_USD,A,2002,1634258.813,
ITA,GDP,TOT,MLN_USD,A,2003,1666627.916,
ITA,GDP,TOT,MLN_USD,A,2004,1699288.008,
ITA,GDP,TOT,MLN_USD,A,2005,1742085.987,
ITA,GDP,TOT,MLN_USD,A,2006,1880152.509,
ITA,GDP,TOT,MLN_USD,A,2007,1986354.917,
ITA,GDP,TOT,MLN_USD,A,2008,2082637.25,
ITA,GDP,TOT,MLN_USD,A,2009,2039248.851,
ITA,GDP,TOT,MLN_USD,A,2010,2077209.913,
ITA,GDP,TOT,MLN_USD,A,2011,2158285.166,
ITA,GDP,TOT,MLN_USD,A,2012,2157546.628,
ITA,GDP,TOT,MLN_USD,A,2013,2176319.768,
ITA,GDP,TOT,MLN_USD,A,2014,2192714.399,
ITA,GDP,TOT,MLN_USD,A,2015,2225174.876,
ITA,GDP,TOT,MLN_USD,A,2016,2326893.295,
ITA,GDP,TOT,MLN_USD,A,2017,2387357.648,
ITA,GDP,TOT,USD_CAP,A,1970,3624.591989,E
ITA,GDP,TOT,USD_CAP,A,1971,3859.839573,E
ITA,GDP,TOT,USD_CAP,A,1972,4151.920413,E
ITA,GDP,TOT,USD_CAP,A,1973,4658.128953,E
ITA,GDP,TOT,USD_CAP,A,1974,5320.853269,E
ITA,GDP,TOT,USD_CAP,A,1975,5658.234152,E
ITA,GDP,TOT,USD_CAP,A,1976,6362.289655,E
ITA,GDP,TOT,USD_CAP,A,1977,6900.587637,E
ITA,GDP,TOT,USD_CAP,A,1978,7597.2702,E
ITA,GDP,TOT,USD_CAP,A,1979,8689.443,E
ITA,GDP,TOT,USD_CAP,A,1980,9777.857869,E
ITA,GDP,TOT,USD_CAP,A,1981,10766.4211,E
ITA,GDP,TOT,USD_CAP,A,1982,11474.89111,E
ITA,GDP,TOT,USD_CAP,A,1983,12063.02926,E
ITA,GDP,TOT,USD_CAP,A,1984,12891.12557,E
ITA,GDP,TOT,USD_CAP,A,1985,13671.87441,E
ITA,GDP,TOT,USD_CAP,A,1986,14345.83651,E
ITA,GDP,TOT,USD_CAP,A,1987,15179.90855,E
ITA,GDP,TOT,USD_CAP,A,1988,16362.41473,E
ITA,GDP,TOT,USD_CAP,A,1989,17561.38625,E
ITA,GDP,TOT,USD_CAP,A,1990,18557.11805,E
ITA,GDP,TOT,USD_CAP,A,1991,19450.48156,E
ITA,GDP,TOT,USD_CAP,A,1992,20052.20598,E
ITA,GDP,TOT,USD_CAP,A,1993,20341.7976,E
ITA,GDP,TOT,USD_CAP,A,1994,21217.23607,E
ITA,GDP,TOT,USD_CAP,A,1995,22284.68804,
ITA,GDP,TOT,USD_CAP,A,1996,22963.13948,
ITA,GDP,TOT,USD_CAP,A,1997,23807.98888,
ITA,GDP,TOT,USD_CAP,A,1998,24926.59073,
ITA,GDP,TOT,USD_CAP,A,1999,25531.62178,
ITA,GDP,TOT,USD_CAP,A,2000,27022.87547,
ITA,GDP,TOT,USD_CAP,A,2001,27953.08281,
ITA,GDP,TOT,USD_CAP,A,2002,28621.2456,
ITA,GDP,TOT,USD_CAP,A,2003,29028.95734,
ITA,GDP,TOT,USD_CAP,A,2004,29376.67703,
ITA,GDP,TOT,USD_CAP,A,2005,29937.5842,
ITA,GDP,TOT,USD_CAP,A,2006,32178.7437,
ITA,GDP,TOT,USD_CAP,A,2007,33788.78666,
ITA,GDP,TOT,USD_CAP,A,2008,35154.80175,
ITA,GDP,TOT,USD_CAP,A,2009,34228.04698,
ITA,GDP,TOT,USD_CAP,A,2010,34718.76652,
ITA,GDP,TOT,USD_CAP,A,2011,35935.48395,
ITA,GDP,TOT,USD_CAP,A,2012,35757.02368,
ITA,GDP,TOT,USD_CAP,A,2013,35885.39085,
ITA,GDP,TOT,USD_CAP,A,2014,36070.8482,
ITA,GDP,TOT,USD_CAP,A,2015,36640.09372,
ITA,GDP,TOT,USD_CAP,A,2016,38380.16238,
ITA,GDP,TOT,USD_CAP,A,2017,39433.01683,
JPN,GDP,TOT,MLN_USD,A,1970,339080.1307,E
JPN,GDP,TOT,MLN_USD,A,1971,373040.0008,E
JPN,GDP,TOT,MLN_USD,A,1972,421934.3857,E
JPN,GDP,TOT,MLN_USD,A,1973,480632.9574,E
JPN,GDP,TOT,MLN_USD,A,1974,517390.6084,E
JPN,GDP,TOT,MLN_USD,A,1975,582785.2834,E
JPN,GDP,TOT,MLN_USD,A,1976,639211.1863,E
JPN,GDP,TOT,MLN_USD,A,1977,708665.5544,E
JPN,GDP,TOT,MLN_USD,A,1978,798406.51,E
JPN,GDP,TOT,MLN_USD,A,1979,911721.9227,E
JPN,GDP,TOT,MLN_USD,A,1980,1021951.219,
JPN,GDP,TOT,MLN_USD,A,1981,1161354.139,
JPN,GDP,TOT,MLN_USD,A,1982,1276610.946,
JPN,GDP,TOT,MLN_USD,A,1983,1374194.747,
JPN,GDP,TOT,MLN_USD,A,1984,1483067.716,
